"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"246","R. Darcy","Swindon Town","Swindon Town","English League Two","2022/23","RB","RCMF",NA,21,50000,"2024-06-30",5,311,0,0.15,1,0.13,16.78,37.93,"England","England","right",175,70,"no",6.08,8.39,48.28,0.58,0,0,0,0.29,2.03,3.04,0.87,1,0.29,0,0,2.6,0,0,0,0.04,0,0,4,1.16,25,0,0.29,2.6,22.22,0.29,0,2.32,25,0.29,2.03,71.43,5.5,31.58,0.58,1.74,0.29,35.88,1.74,0,44.28,86.27,13.31,82.61,9.84,97.06,13.02,86.67,37.04,94.53,4.92,58.82,18.67,31.34,0.04,0.87,0,0,0.58,50,0.29,4.34,86.67,2.32,37.5,0.87,66.67,0.58,0.58,5.79,75,0,NA,0,NA,0,0,0,0,NA,NA,0.87,NA,NA,0,0,0,0.29,0,0,"FB",1.450029,0,0.29,38.200356,4.050692,4.3425,1843.4188,0.29,0.57772,0.87,27.65218300384,"R","Darcy","https://www.whoscored.com/Players/373890/Show/Ronan-Darcy","2(3)",0.4,281,0.2,0.6,0.4,0.6,1,0.2,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",21,", AM(C)",0.375
"247","J. Sowerby","Northampton Town","Northampton Town","English League Two","2022/23","LCMF","DMF","LDMF",27,50000,"2023-06-30",5,310,0,0.02,0,0.02,11.03,47.37,"England","England","right",175,78,"no",5.81,2.9,50,2.9,70,0,0,0.58,4.35,7.63,1.16,0,0,0,0,0,0,0,0,0.01,0,0,1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,2.03,14.29,0,0,0,12.19,0,0.29,28.45,76.53,11.9,53.66,4.06,92.86,9,93.55,24.39,84.52,4.06,28.57,18.88,29.01,0.01,0.29,0.29,0,0,0,0,6.1,52.38,0.29,0,0.87,0,0,0,4.65,56.25,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",0,0,0,21.772785,1.45,2.615625,828.8157,0,0,0,4.92910995,"J","Sowerby","https://www.whoscored.com/Players/260862/Show/Jack-Sowerby","3(2)",0.4,267,0.6,0.8,0,0.6,0,0.4,0,"Northampton,","https://www.whoscored.com/Teams/316/Show/England-Northampton",27,", DMC",1.25
"248","G. Thomson","Harrogate Town","Harrogate Town","English League Two","2022/23","RWB","RCMF",NA,30,0,"2023-06-30",5,309,0,0.11,0,0.18,18.35,52.38,"England","England","left",175,70,"no",6.41,6.12,66.67,3.2,54.55,0.29,0.4,0,2.04,2.8,0.58,1,0.29,0,0,2.33,0,0,0,0.03,0,0,2,0.58,0,0,0,2.62,22.22,0.29,0,2.33,25,0.29,1.46,60,4.66,31.25,1.17,0.58,0.29,29.13,0.58,0,42.23,75.17,16.89,65.52,4.08,85.71,11.65,77.5,32.33,83.78,7.28,56,19.46,40.59,0.05,0.58,0,0,0.87,100,0.29,6.41,54.55,3.5,33.33,0.58,0,0.58,0.58,8.74,76.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,2.33,0,0,1.75,0,0,"WB",0.876,0,0.87,31.744291,4.080204,6.700958,2273.04,0,0.582164,1.16655,33.520982234308,"G","Thomson","https://www.whoscored.com/Players/387833/Show/George-Thomson","3(2)",1.2,277,1,0.4,0,1.2,0.4,0,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",30,", D(R),M(CR)",2.75
"249","N. Young-Coombes","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","CF",NA,NA,19,0,"",7,306,3,1.46,1,0.35,15.29,48.08,"England","England","",0,0,"yes",3.24,2.35,87.5,3.82,23.08,0.29,0.45,0,0.88,1.34,0.59,0,0,0,0,1.76,0.88,3,0.88,0.43,0,0,5,1.47,60,60,0.29,0.59,100,0.29,100,0.29,100,0,0.59,50,2.94,80,2.65,0.59,0.29,7.06,0.29,3.24,8.53,72.41,2.06,42.86,1.47,80,2.65,88.89,7.94,70.37,0,0,10.08,0,0.1,0.59,0,0,0,0,0.59,1.76,83.33,0,0,0,0,0,0.59,0.88,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.295,2.04651162790698,0,6.176573,2.05625,0.88,0,0.882,0.59,0,26.09083191,"N","Young-Coombes","https://www.whoscored.com/Players/429388/Show/Nathan-Young-Coombes","3(4)",0.7,279,0.1,0.3,0,0.1,0,0,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",19,", Forward",2.66666666666667
"250","S. Bowen","Newport County","Newport County","English League Two","2022/23","RCMF","LCMF",NA,21,200000,"2023-06-30",5,306,0,0.04,0,0.03,11.18,50,"Wales","Wales","right",178,76,"no",7.35,5.59,68.42,2.06,28.57,0.59,0.8,0.29,2.94,4,0.88,1,0.29,0,0,0.88,0,0,0,0.01,0,0,4,1.18,0,0,0,1.18,50,0.59,100,0.59,0,0,0.88,0,1.18,0,1.47,0.59,0.29,15.29,0,0.29,25.29,81.4,8.82,70,7.06,83.33,5.88,90,21.47,86.3,2.65,55.56,18.38,22.63,0.01,0.29,0,0,0.29,100,0.29,3.53,75,1.18,75,0.29,0,0.29,0.29,3.53,75,0,NA,0,NA,0,0,0,0,NA,NA,0.29,NA,NA,0.59,0.29,0,1.76,0,0,"CM2",0,0,0.29,20.58606,3.824678,2.6475,1257.3228,0,0.59,0.885,23.57261275,"S","Bowen","https://www.whoscored.com/Players/390227/Show/Sam-Bowen","3(2)",0.8,278,0.8,0.6,0,0.2,0.4,0.2,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",21,", M(C)",1.6
"251","B. Faulkner","Doncaster Rovers","Doncaster Rovers","English League Two","2022/23","LCB","RB",NA,18,0,"",5,304,0,0.02,0,0,20.43,55.07,"England","England","unknown",0,0,"no",11.84,7.7,76.92,6.51,40.91,1.18,1.82,0.59,4.74,7.27,0.59,0,0,0,0,0,0,0,0,0.01,0,0,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0.3,0,0,10.36,0,0.89,22.2,68,8.59,48.28,1.78,100,9.77,78.79,19.54,77.27,2.66,0,15.82,28.14,0,0,0.3,0,0,0,0,2.96,20,0,0,0.3,0,0,0,2.66,11.11,0,NA,0,NA,0,0,0,0,NA,NA,1.18,NA,NA,0,0,0,0,0,0,"CB",0,0,0,15.096,5.92284,0.295526,0,0,0,0,1.5554802,"B","Faulkner","https://www.whoscored.com/Players/428434/Show/Bobby-Faulkner","2(3)",1.6,252,1,0.4,0.6,2.6,0.4,0.6,0,"Doncaster,","https://www.whoscored.com/Teams/910/Show/England-Doncaster",0,", Defender",3.25
"252","J. Hawkes","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","LCMF",NA,NA,23,0,"2024-06-30",6,304,1,0.95,0,0.33,11.25,52.63,"England","England","right",180,80,"no",6.22,4.14,71.43,1.48,40,0,0,0,3.26,5.24,0.59,0,0,0,0,2.66,0.3,1,0.3,0.28,0,0,9,2.66,33.33,11.111,0,0.89,33.33,0.89,33.33,0,0,0,1.48,80,3.85,46.15,1.78,1.18,0,25.46,0,0.89,34.93,72.03,13.32,55.56,5.33,94.44,10.36,77.14,27.24,81.52,6.81,39.13,17.95,27.85,0.1,0.59,0,0,0.59,50,0,7.7,50,2.37,37.5,1.48,0,0.59,0.59,7.11,54.17,0,NA,0,NA,0,0,0,0,NA,NA,0.3,NA,NA,0.3,0,0,0.3,0,0,"CM2",1.184,1.07142857142857,0.295,25.160079,2.957202,3.851487,1089.7705,0.886578,0.296637,0.88875,22.790200265414,"J","Hawkes","https://www.whoscored.com/Players/366078/Show/Josh-Hawkes","3(3)",0.5,278,0,0.3,0,0.3,0,0,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",23,", M(CL)",1.66666666666667
"253","L. Collins","Newport County","Newport County","English League Two","2022/23","CF","LAMF",NA,21,0,"2023-06-30",7,299,0,1.09,0,0.02,18.06,33.33,"Wales","Wales","right",182,75,"no",6.02,4.52,53.33,4.52,26.67,0,0,0,3.61,5.07,0.6,0,0,0,0,2.71,0,0,0,0.33,0,0,8,2.41,12.5,0,0,3.31,18.18,1.2,25,2.11,14.29,0.9,3.91,38.46,7.22,25,2.71,1.2,0.9,13.55,1.51,0,17.16,64.91,4.21,42.86,3.91,100,5.42,55.56,13.55,77.78,0.6,0,16.14,13.89,0.01,0.3,0,0,0.3,100,0,1.51,60,2.11,28.57,0.6,50,0.3,0.6,1.51,60,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.503786,0,0.3,11.138556,2.410516,0.906,0,0.30125,0.601758,0.602827,13.765491404042,"L","Collins","https://www.whoscored.com/Players/362120/Show/Lewis-Collins","2(5)",0.1,253,0.1,0.3,0,0,0.3,0,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",21,", FW",0.333333333333333
"254","D. Telford","Crawley Town","Crawley Town","English League Two","2022/23","CF",NA,NA,25,100000,"2025-06-30",5,299,0,0.44,0,0.09,12.64,28.57,"England","England","left",175,72,"no",2.41,2.41,75,3.01,0,0,0,0,0.6,0.94,0.6,0,0,0,0,0.6,0,0,0,0.13,0,0,3,0.9,0,0,0,0,0,0,0,0,0,0,0.9,33.33,5.12,35.29,1.2,0,0,9.63,1.51,0.9,13.55,84.44,3.31,72.73,4.52,100,2.41,62.5,12.94,86.05,0.6,50,10.24,7.82,0.03,0.3,0,0,0.6,50,0,0.3,0,0.3,100,0.3,0,0.3,0,1.81,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.29997,0,0.3,11.44162,1.8075,1.206727,391,0,0,0.3,7.56813531,"D","Telford","https://www.whoscored.com/Players/231089/Show/Dominic-Telford","3(2)",0.2,270,0,0.2,0,0,0,0,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",25,", AM(C),FW",1
"255","S. Sherring","Northampton Town","Northampton Town","English League Two","2022/23","RCB","RB",NA,22,0,"2024-06-30",3,298,0,0,0,0,17.82,55.93,"England","England","right",188,67,"no",8.15,3.93,76.92,8.76,41.38,0,0,0,5.13,9.81,0.6,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.6,50,0,0,0.6,50,0,0,0,0.91,66.67,0.3,0,0,15.4,0,0.91,32.01,70.75,19.63,53.85,2.11,100,7.55,96,20.84,84.06,10.57,45.71,25.36,39.53,0,0,0,0,0,0,0,7.55,48,1.51,0,1.21,0,0,0,9.06,76.67,0,NA,0,NA,0,0,0,0,NA,NA,1.21,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,22.647075,3.022956,6.946302,1806.9163,0,0.3,0,7.79738674,"S","Sherring","https://www.whoscored.com/Players/405747/Show/Sam-Sherring","3",1,270,1,0.7,1.3,4,0.3,0,0,"Northampton,","https://www.whoscored.com/Teams/316/Show/England-Northampton",22,", D(C)",2
"256","M. Baudry","Swindon Town","Swindon Town","English League Two","2022/23","RCB","CB",NA,34,200000,"2023-06-30",3,295,0,0.1,0,0,25.63,53.57,"France","France","right",188,80,"no",14.64,7.02,65.22,10.37,47.06,1.22,1.67,0.92,8.85,12.08,1.53,1,0.31,0,0,0.31,0,0,0,0.03,0,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0.31,100,2.75,33.33,0.61,0.61,0.31,24.41,0,0.31,42.1,84.78,18.61,70.49,2.75,100,16.47,100,37.53,87.8,4.58,60,19.68,35.63,0,0.31,0,0,0,0,0.31,3.05,40,0,0,0.92,0,0.61,0,6.1,50,0,NA,0,NA,0,0,0,0,NA,NA,0.92,NA,NA,0,0,0,0,0,0,"CB",0.31,0,0,35.69238,4.578444,3.05,2137.8,0,0,0,14.70706435,"M","Baudry","https://www.whoscored.com/Players/134087/Show/Mathieu-Baudry","3",2,270,1.3,1.7,0.7,3.3,1,1.3,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",34,", D(C)",1.22222222222222
"257","T. Sinclair","Rochdale","Rochdale","English League Two","2022/23","RWF","RAMF","AMF",21,0,"2024-06-30",7,291,1,0.87,1,0,26.29,44.71,"England","England","right",175,0,"no",6.8,7.11,52.17,8.35,48.15,0.93,1.64,0,2.16,3.82,0.62,0,0,0,0,4.64,0.31,1,0.31,0.27,1,0.31,10,3.09,20,10,0.31,3.71,41.67,0.62,50,3.09,40,0.62,3.71,41.67,6.49,42.86,4.02,1.24,0.93,19.48,2.47,1.55,26.6,66.28,8.66,57.14,5.57,94.44,7.73,60,19.18,74.19,4.02,53.85,18.71,26.53,0,0,0,0.31,1.24,75,0.31,4.95,56.25,2.78,44.44,0.93,33.33,0.62,0.93,4.64,86.67,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.93,0.62,0,0,0,0,"Winger",1.545957,1.14814814814815,0.93,17.63048,3.709287,4.021488,1428.6405,0.618,1.545957,1.235432,39.80319384081,"T","Sinclair","https://www.whoscored.com/Players/381151/Show/Tyrese-Sinclair","2(5)",1,254,0.1,0.3,0,0,0.4,0,0,"Rochdale,","https://www.whoscored.com/Teams/202/Show/England-Rochdale",21,", M(C),FW",1.57142857142857
"258","M. Sylla","Hartlepool United","Hartlepool United","English League Two","2022/23","RCMF","LDMF","DMF",28,200000,"2023-06-30",4,288,0,0.11,0,0,23.44,57.33,"France","France, Côte d'Ivoire","right",188,78,"no",15.63,9.06,72.41,3.75,75,1.25,1.6,0.31,7.81,10,2.19,0,0,0,0,0.31,0,0,0,0.04,0,0,2,0.63,0,0,0,0.94,0,0,0,0.94,0,0,1.25,25,4.69,20,0.31,0.94,0.31,15.31,0,0.94,30.63,74.49,12.81,53.66,4.38,92.86,9.38,86.67,25.63,84.15,4.06,30.77,20.37,41.01,0,0,0,0,0,0,0,4.69,40,2.19,42.86,0.63,50,0.31,0,3.75,75,0,NA,0,NA,0,0,0,0,NA,NA,0.31,NA,NA,0,0,0,0,0,0,"CM2",0.3125,0,0,22.816287,6.560346,2.8125,1261.8777,0,0,0.938634,10.774133046372,"M","Sylla","https://www.whoscored.com/Players/368510/Show/Mohamad-Sylla","2(2)",3.5,266,1.3,1.8,0,1.3,0.5,0.5,0,"Hartlepool,","https://www.whoscored.com/Teams/209/Show/England-Hartlepool",28,", DMC",2.08695652173913
"259","R. Sotiriou","Leyton Orient","Leyton Orient","English League Two","2022/23","LAMF","LWF",NA,22,0,"2024-06-30",7,287,1,0.93,0,0.16,24.77,22.78,"Cyprus","Cyprus","right",0,0,"no",5.64,4.39,57.14,3.45,18.18,0.63,1.03,0,2.51,4.14,0.31,0,0,0,0,1.57,0.31,1,0.31,0.29,0,0,11,3.45,9.09,9.091,0,0.31,0,0,0,0.31,0,0,2.82,33.33,9.09,17.24,3.45,0.94,0.63,12.54,1.57,0.63,17.87,78.95,3.76,50,6.59,95.24,3.14,80,17.25,80,0.31,100,14.98,6.3,0.05,1.25,0,0,0.31,100,0,1.88,83.33,0.63,0,0.63,100,0.31,0,3.14,80,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",0.939906,1.06896551724138,0.31,14.108365,2.508446,2.512,630,0.313605,0,0,7.79467639,"R","Sotiriou","https://www.whoscored.com/Players/382789/Show/Ruel-Sotiriou","3(4)",1,249,0,0.1,0,0.3,0.1,0,0,"Leyton Orient,","https://www.whoscored.com/Teams/97/Show/England-Leyton-Orient",22,", AM(CLR)",5
"260","A. Smith","Sutton United","Sutton United","English League Two","2022/23","LCMF","LDMF",NA,23,0,"2023-06-30",7,286,0,0.69,0,0.13,18.25,51.72,"England","England","right",187,67,"no",7.24,4.09,69.23,4.09,46.15,0.31,0.61,0.31,4.09,7.96,0.94,1,0.31,0,0,2.2,0,0,0,0.22,0,0,5,1.57,20,0,0,1.57,40,0.63,50,0.94,33.33,0,1.89,66.67,5.35,41.18,2.52,0.31,0,17.94,0,1.26,31.78,67.33,11.64,51.35,2.52,87.5,10.38,90.91,24.86,74.68,5.35,41.18,22.71,34.72,0.04,0.63,0,0,0,0,0.31,4.41,50,1.89,33.33,0.63,0,0.31,0.31,8.18,38.46,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",1.260063,0,0,21.397474,2.831507,3.146028,1429.7696,0.314,0.628,0.629937,23.104265023146,"A","Smith","https://www.whoscored.com/Players/391968/Show/Andy-Smith","6",1.5,540,2.2,1,0.5,4,0.2,0.5,0,"Grimsby,","https://www.whoscored.com/Teams/164/Show/England-Grimsby",20,", D(C)",3.08333333333333
"261","A. Smith","Sutton United","Sutton United","English League Two","2022/23","LCMF","LDMF",NA,23,0,"2023-06-30",7,286,0,0.69,0,0.13,18.25,51.72,"England","England","right",187,67,"no",7.24,4.09,69.23,4.09,46.15,0.31,0.61,0.31,4.09,7.96,0.94,1,0.31,0,0,2.2,0,0,0,0.22,0,0,5,1.57,20,0,0,1.57,40,0.63,50,0.94,33.33,0,1.89,66.67,5.35,41.18,2.52,0.31,0,17.94,0,1.26,31.78,67.33,11.64,51.35,2.52,87.5,10.38,90.91,24.86,74.68,5.35,41.18,22.71,34.72,0.04,0.63,0,0,0,0,0.31,4.41,50,1.89,33.33,0.63,0,0.31,0.31,8.18,38.46,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CM2",1.260063,0,0,21.397474,2.831507,3.146028,1429.7696,0.314,0.628,0.629937,23.104265023146,"A","Smith","https://www.whoscored.com/Players/366272/Show/Alistair-Smith","2(5)",1,226,0.4,0.3,0,0.9,0,0.3,0,"Sutton United,","https://www.whoscored.com/Teams/5952/Show/England-Sutton-United",23,", M(C)",4.66666666666667
"262","O. Hawkins","Mansfield Town","Mansfield Town","English League Two","2022/23","CB","CF",NA,30,100000,"2023-06-30",4,285,1,1.1,0,0,29.68,56.38,"England","England","right",199,92,"no",7.26,6,73.68,15.79,54,0,0,0,2.84,5.63,1.26,2,0.63,0,0,1.89,0.32,1,0.32,0.35,1,0.32,7,2.21,71.43,14.286,0,0.32,0,0,0,0.32,0,0.32,0.32,100,3.47,27.27,2.84,0,0,7.89,0.95,1.26,21.79,71.01,9.16,55.17,1.89,83.33,7.58,87.5,18.63,72.88,2.84,66.67,19.08,33.63,0,0,0,0,0,0,0,2.53,25,0.32,0,0.32,0,0,0,5.68,55.56,0,NA,0,NA,0,0,0,0,NA,NA,0.63,NA,NA,0,0,0,0,0,0,"CB",0.32,0.914285714285714,0,15.473079,4.4208,3.155808,2242.1121,1.578603,0,0,1.65917888,"O","Hawkins","https://www.whoscored.com/Players/362128/Show/Oliver-Hawkins","3(1)",1,259,2,1,0.5,3.8,0.5,0,0,"Mansfield,","https://www.whoscored.com/Teams/99/Show/England-Mansfield",30,", D(C),FW",2
"263","T. Jenks","Crawley Town","Crawley Town","English League Two","2022/23","LCMF","RCMF","RWB",20,0,"",5,285,0,0,0,0.43,17.05,37.04,"England","England","right",192,81,"yes",5.68,5.68,50,5.05,25,0,0,0,2.84,4.91,0.95,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.63,50,0.32,0,0.32,100,0,0.95,33.33,3.47,27.27,0.63,0.32,0.32,14.21,0,0.95,25.26,85,6,84.21,5.37,94.12,9.16,79.31,24.32,85.71,0.95,66.67,15.86,15.51,0.14,0.32,0,0,0,0,0.32,2.21,85.71,0.95,66.67,0,0,0.32,0.32,2.53,62.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.32,0,0,0,0,0,"CM2",0.316635,NA,0,21.471,2.84,1.58125,1034.0517,0,0.315,0.633365,22.77825500117,"T","Jenks","https://www.whoscored.com/Players/384135/Show/Teddy-Jenks","3(2)",0.6,256,1,0.6,0,0.6,0.6,0,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",20,", AM(C)",1.33333333333333
"264","R. East","Bradford City","Bradford City","English League Two","2022/23","LDMF","RDMF","LCMF",24,150000,"2024-06-30",4,280,0,0,1,0.11,11.57,38.89,"England","England","left",176,70,"no",4.18,4.18,61.54,1.29,25,0.32,0.59,0,1.29,2.35,0.96,0,0,0,0,2.57,0,0,0,0,0,0,1,0.32,0,0,0.32,2.25,71.43,0.64,50,1.61,80,0.32,0.96,66.67,2.57,50,0.64,1.93,0,39.86,0,0.96,51.11,86.16,12.21,65.79,8.68,96.3,23.46,91.78,42.11,93.89,6.75,42.86,18.3,24.55,0.03,0.96,0,0,0.32,100,0.96,7.71,66.67,3.54,72.73,1.29,75,1.29,1.29,5.79,94.44,0,NA,0,NA,0,0,0,0,NA,NA,0.32,NA,NA,0,0,0,2.25,0,0,"CDM2",0.640032,NA,0.32,44.036376,2.572372,5.468076,1052.213,0,1.607175,2.574642,69.986887662386,"R","East","https://www.whoscored.com/Players/342858/Show/Ryan-East","3(1)",0.5,260,0.3,1,0,0.3,0.3,0,0,"Bradford,","https://www.whoscored.com/Teams/22/Show/England-Bradford",24,", DMC",0.615384615384615
"265","D. Rose","Stevenage","Stevenage","English League Two","2022/23","CF","LWF",NA,28,150000,"2023-06-30",6,280,1,0.91,0,0.01,49.18,46.41,"England","England","right",173,72,"no",5.79,4.18,76.92,26.36,54.88,0.96,1.73,0,1.61,2.88,1.61,2,0.64,0,0,0.64,0.32,1,0.32,0.29,1,0.32,7,2.25,28.57,14.286,0,0.64,0,0.32,0,0.32,0,0,1.93,0,11.89,27.03,4.82,0.64,0.32,7.39,2.25,3.21,13.82,67.44,3.21,70,3.54,63.64,2.57,100,12.54,69.23,0.64,100,16.18,9.41,0,0.32,0,0,0,0,0.32,1.61,60,0.64,0,0,0,0.64,0,0.32,100,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0,1.10344827586207,0,9.320208,3.215256,0.32,941,0.642825,0,0,10.25747104,"D","Rose","https://www.whoscored.com/Players/101138/Show/Danny-Rose","3(3)",0.3,246,0,0.7,0,0.2,0.3,0,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",28,", AM(LR),FW",0.3
"266","M. Dolan","Newport County","Newport County","English League Two","2022/23","CB",NA,NA,29,100000,"2023-06-30",4,279,0,0.25,0,0.36,9.68,83.33,"England","England","left",175,70,"no",6.45,3.23,90,3.87,75,0,0,0.32,3.55,5.69,0.32,0,0,0,0,0.97,0,0,0,0.08,0,0,6,1.94,33.33,0,0,0.65,50,0.32,0,0,0,0.32,0,0,0.32,100,0.32,0,0,18.71,0,1.29,32.9,76.47,16.13,68,2.26,85.71,11.61,86.11,24.52,84.21,7.74,54.17,24.02,40.52,0.12,0.97,0,0,0,0,0.32,5.16,62.5,0.65,50,0,0,0.32,0.65,10,74.19,0,NA,0,NA,0,0,0,0,NA,NA,1.29,NA,NA,2.58,0.97,33.33,1.61,0,0,"CB",0,0,0,25.15863,2.907,7.419,2194.9684,0.646602,0.325,0.325,19.52616298,"M","Dolan","https://www.whoscored.com/Players/138966/Show/Matthew-Dolan","3(1)",0.3,250,0.5,0.3,0,1.5,0,0.3,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",29,", D(C),DMC",2.66666666666667
"267","A. Read","Stevenage","Stevenage","English League Two","2022/23","LCMF","AMF",NA,23,0,"",6,272,0,0.16,2,0.53,20.51,50,"England","England","left",178,64,"no",8.27,6.62,70,2.98,22.22,0.33,0.58,0,3.31,5.77,0.33,0,0,0,0,2.65,0,0,0,0.05,0,0,6,1.99,33.33,0,0.66,2.32,28.57,1.65,20,0.66,50,0.33,1.32,100,6.29,52.63,1.32,0.33,0,16.54,0,1.32,32.1,78.35,12.9,76.92,4.63,100,8.93,70.37,25.15,86.84,4.96,53.33,14.25,27.42,0.18,2.32,0,0,0,0,0.33,5.63,88.24,2.32,28.57,0.33,0,0,0.66,6.95,80.95,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,NA,4.3,0,0,5.96,0,0,"CM2",1.32,0,0,25.15035,4.634,5.626025,1462.3086,0.663267,0.662824,0.662824,28.48482664632,"A","Read","https://www.whoscored.com/Players/362185/Show/Arthur-Read","3(3)",0.7,246,0.5,0.3,0,0,0.3,0,0,"Stevenage,","https://www.whoscored.com/Teams/990/Show/England-Stevenage",22,", M(CL)",2
