"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Long_Pass_Ability","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation","First_Name","Last_Name","Player_url","Player_Apps","Player_Tackles","Player_Mins","Player_Inter","Player_Fouls","Player_Offsides","Player_Clear","Player_Drb","Player_Blocks","Player_OwnG","Player_Team","Player_Team_url","Player_Age","Player_Position","Defensive_Ratio"
"160","E. Chislett","AFC Wimbledon","AFC Wimbledon","English League Two","2022/23","LCMF",NA,NA,23,0,"2023-06-30",7,482,2,0.52,0,0.13,20.17,50.93,"England","England","right",172,68,"no",10.08,7.84,59.52,1.68,44.44,1.12,1.51,0.37,4.29,5.8,1.49,0,0,0,0,3.73,0.37,2,0.37,0.1,0,0,9,1.68,55.56,22.222,0,1.12,33.33,0.93,40,0.19,0,0.37,3.73,55,6.72,55.56,0.93,2.43,1.49,19.05,1.68,1.68,26.89,82.64,8.78,74.47,8.78,97.87,5.98,75,24.83,84.96,0.93,80,17.65,12.88,0.03,0.37,0,0,0.56,66.67,0,2.8,53.33,2.24,66.67,0.19,100,1.12,0.37,5.23,75,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.37,0.37,100,0,0,0,"CM2",2.0515,3.7,0.373352,22.221896,4.666368,3.9225,1030.4,0.933408,0.373296,1.493408,19.01574350488,"E","Chislett","https://www.whoscored.com/Players/366129/Show/Ethan-Chislett","6(1)",2,460,1.1,1.1,0,0.7,0.6,0.3,0,"AFC Wimbledon,","https://www.whoscored.com/Teams/5955/Show/England-AFC-Wimbledon",24,", AM(C)",1.82352941176471
"161","C. Guy","Carlisle United","Carlisle United","English League Two","2022/23","DMF",NA,NA,25,75000,"2023-06-30",5,480,0,0.32,0,0.08,17.63,59.57,"England","England","right",178,64,"no",9.19,6.38,64.71,3.75,45,0.75,0.93,0,4.31,5.35,0.19,0,0,0,0,0.56,0,0,0,0.06,0,0,3,0.56,33.33,0,0,0.19,0,0,0,0.19,0,0,0.38,100,4.5,62.5,0.19,0.75,0.38,11.06,0.19,2.06,24.94,67.67,11.06,52.54,1.31,71.43,9,79.17,20.25,77.78,4.5,25,21.01,40.72,0.02,0.38,0.19,0,0,0,0.19,7.31,53.85,1.5,25,0.38,50,0.38,0,5.25,64.29,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.94,0,0,0,0,0,"CDM",0.38,0,0,16.876898,4.128498,3.375225,1018,0.186648,0,0.375,11.89650484,"C","Guy","https://www.whoscored.com/Players/316991/Show/Callum-Guy","5",1.6,445,0.4,0.2,0,1.2,1.4,0,0,"Carlisle,","https://www.whoscored.com/Teams/322/Show/England-Carlisle",25,", DMC",1.25
"162","J. Bowery","Mansfield Town","Mansfield Town","English League Two","2022/23","RWB","RW","LB",31,250000,"2024-06-30",5,479,0,0.36,1,0.59,22.55,44.17,"England","England","right",188,76,"no",6.76,6.39,61.76,4.13,50,0,0,0,2.82,5.17,0.75,0,0,0,0,2.63,0,0,0,0.07,0,0,4,0.75,25,0,0.19,3.01,25,0,0,2.82,26.67,0.56,3.19,52.94,8.46,33.33,1.5,1.88,0.75,27.24,2.44,0.56,39.46,78.1,9.77,63.46,10.71,92.98,13.15,80,32.51,87.86,3.95,38.1,19.56,39.74,0.11,0.75,0.19,0.19,0,0,0.56,3.01,75,2.82,53.33,0.75,25,1.13,0.75,7.52,87.5,0,NA,0,NA,0,0,0,0,NA,NA,1.32,NA,NA,0,0,0,0,0,0,"WB",1.688786,0,0,30.81826,3.946464,6.58,1514.094,0.1875,0.7525,1.503906,42.290333171948,"J","Bowery","https://www.whoscored.com/Players/43724/Show/Jordan-Bowery","5",1,438,1.2,0.6,0,1,0.6,0.2,0,"Mansfield,","https://www.whoscored.com/Teams/99/Show/England-Mansfield",31,", M(LR),FW",1.83333333333333
"163","G. Maris","Mansfield Town","Mansfield Town","English League Two","2022/23","DMF","LCMF",NA,26,50000,"2023-06-30",7,479,2,0.4,1,0.36,15.22,45.68,"England","England","right",180,75,"no",7.33,6.2,60.61,1.69,55.56,0,0,0,3.57,6.63,0.56,0,0,0,0,0.94,0.38,2,0.38,0.08,0,0,11,2.07,18.18,18.182,0.19,0.94,40,0.19,100,0.75,25,0,0.94,20,4.51,25,1.5,1.13,0.38,29.87,0,0.38,42.09,89.29,9.21,73.47,6.58,100,20.48,92.66,37.58,92,3.57,73.68,21.26,31.63,0.07,1.32,0,0,0.56,0,0,7.89,80.95,2.44,53.85,1.32,28.57,1.5,0.38,4.89,84.62,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,NA,0,0,0,3.19,0,0,"CDM",0.188,4.75,0,37.582161,3.75782,4.137918,2330.4984,0.376326,0.376,1.31394,22.19072784652,"G","Maris","https://www.whoscored.com/Players/229559/Show/George-Maris","5(2)",1.4,435,0.6,0.3,0,0.4,0.7,0,0,"Mansfield,","https://www.whoscored.com/Teams/99/Show/England-Mansfield",26,", M(CL)",2
"164","K. Wootton","Stockport County","Stockport County","English League Two","2022/23","CF",NA,NA,25,0,"2025-06-30",7,468,1,0.68,0,0.11,36.73,31.94,"England","England","right",188,78,"no",2.5,2.69,42.86,13.46,37.14,0,0,0,1.35,2.1,2.69,0,0,0,0,1.54,0.19,1,0.19,0.13,1,0.19,7,1.35,57.14,14.286,0,0.19,0,0,0,0.19,0,0,0.77,100,10.19,24.53,1.92,0.19,0,8.65,1.73,1.15,16.35,69.41,3.65,42.11,4.04,90.48,5,80.77,15.77,70.73,0.38,50,14.62,4.85,0.02,0.19,0,0,0,0,0.38,1.15,0,0.58,66.67,0,0,0.58,0,0.77,50,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",0.77,1.46153846153846,0,11.348535,1.152934,0.385,242.5,0.77139,0,0.386686,16.110073330188,"K","Wootton","https://www.whoscored.com/Players/234226/Show/Kyle-Wootton","5(2)",0.6,428,0.1,1.9,0,0.1,0,0,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",25,", FW",0.368421052631579
"165","M. Leonard","Northampton Town","Northampton Town","English League Two","2022/23","LCMF","RCMF",NA,20,300000,"2023-06-30",7,468,0,0.09,0,0.09,17.31,56.67,"Scotland","Scotland","right",180,0,"yes",8.65,6.54,64.71,3.46,55.56,0.38,0.61,0.58,4.04,6.36,1.35,1,0.19,0,0,0.96,0,0,0,0.02,0,0,2,0.38,0,0,0,1.15,33.33,0.77,25,0.38,50,0.19,0.96,60,4.04,38.1,0.77,0.58,0,35,0.19,0.77,50.58,86.31,13.46,64.29,10.19,100,18.08,95.74,43.46,92.04,5.96,54.84,14.27,32.36,0.02,0.38,0.19,0.19,0.38,0,0,8.46,68.18,2.31,41.67,1.35,0,0.58,0.38,7.88,68.29,0,NA,0,NA,0,0,0,0,NA,NA,0.38,NA,NA,0,0,0,0,0,0,"CM2",0.576,0,0,43.655598,4.232034,5.381252,1774.6224,0,0.383295,0.962577,17.481876095256,"M","Leonard","https://www.whoscored.com/Players/423719/Show/Marc-Leonard","4(3)",1.7,413,1.7,1.1,0,0.3,0.3,0.4,0,"Northampton,","https://www.whoscored.com/Teams/316/Show/England-Northampton",20,", M(C)",2.42857142857143
"166","A. Pattison","Harrogate Town","Harrogate Town","English League Two","2022/23","RWF","AMF","CF",24,200000,"2023-06-30",5,467,2,2.46,1,0.81,18.89,38.78,"England","England","right",173,70,"no",5.01,3.08,62.5,3.08,25,0.77,1.09,0,2.31,3.27,0.58,1,0.19,0,0,5.78,0.39,2,0.39,0.47,0,0,22,4.24,45.45,9.091,0.19,1.93,20,0.77,25,1.16,16.67,0,5.78,60,9.44,42.86,5.01,1.54,1.35,18.5,1.16,0.77,22.74,62.71,5.78,40,3.85,85,6.75,62.86,19.46,69.31,1.35,28.57,16.06,13.65,0.16,0.58,0,0,0.39,0,0.96,1.35,42.86,2.7,35.71,0.77,0,0.58,0.39,1.54,62.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",3.468,0.829787234042553,0,14.260254,1.925,0.9625,389.9805,1.92708,0.386,0.96417,51.12855016186,"A","Pattison","https://www.whoscored.com/Players/323813/Show/Alex-Pattison","5",0.6,427,0.2,0.6,0,0.6,0.6,0,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",25,", M(C)",0.666666666666667
"167","C. Rowe","Sutton United","Sutton United","English League Two","2022/23","RCB",NA,NA,26,0,"2023-06-30",5,464,0,0,0,0.33,12.22,50.79,"England","England","right",195,98,"no",6.79,3.1,68.75,6.21,46.88,0,0,0.39,4.66,7.83,0.39,2,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,25,0.39,0,0,6.01,0,0.39,19.01,70.41,12.8,63.64,0.19,100,5.04,84.62,11.25,74.14,7.76,65,28.76,40.75,0.06,0.19,0.19,0,0,0,0,5.04,65.38,0.78,75,0.39,100,0.39,0,6.98,69.44,0,NA,0,NA,0,0,0,0,NA,NA,0.19,NA,NA,0,0,0,0,0,0,"CB",0,NA,0,13.384941,2.13125,4.846912,2648.75,0,0,0.585,9.21052641,"C","Rowe","https://www.whoscored.com/Players/365993/Show/Coby-Rowe","4(1)",0.6,412,0.8,0.6,0.4,4.8,0.2,0.4,0,"Sutton United,","https://www.whoscored.com/Teams/5952/Show/England-Sutton-United",26,", D(C)",1.75
"168","A. Nadesan","Crawley Town","Crawley Town","English League Two","2022/23","CF","RWF",NA,27,0,"2024-06-30",6,460,0,0.21,2,0.31,17.22,42.05,"England","England","right",188,70,"no",4.89,4.3,77.27,3.52,22.22,0.59,0.78,0,0.98,1.29,0.59,0,0,0,0,1.57,0,0,0,0.04,0,0,3,0.59,66.67,0,0.39,0.98,20,0.39,0,0.59,33.33,0.2,2.15,45.45,4.7,37.5,0.98,0.78,0.59,19.37,0.78,0.98,22.7,79.31,3.52,38.89,7.43,89.47,7.04,80.56,21.33,83.49,0.39,0,14.13,4.6,0.06,0.59,0,0.2,0.2,0,0.39,0.78,75,1.76,33.33,0.39,0,0.59,0.2,2.54,61.54,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.2,0,0,"CF",0.977175,0,0,18.00337,3.32261,1.563116,0,0.393353,0.196,0.586608,22.720110272464,"A","Nadesan","https://www.whoscored.com/Players/381049/Show/Ashley-Nadesan","5(1)",0.8,433,0,0.3,0,0.5,0.5,0,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",27,", AM(CR),FW",1
"169","R. Johnson","Stockport County","Stockport County","English League Two","2022/23","LCB",NA,NA,25,0,"2023-06-30",6,459,0,0.07,0,0,15.88,55.56,"England","England, Northern Ireland","left",188,85,"no",7.65,3.92,55,6.86,57.14,0,0,0.39,5.49,7.92,0.78,0,0,0,0,0.2,0,0,0,0.01,0,0,1,0.2,0,0,0,0.59,33.33,0.59,33.33,0,0,0,0,0,1.57,37.5,0.59,0.59,0,30,0.2,0.98,46.27,69.92,26.08,56.39,2.35,100,15.69,88.75,32.75,83.23,12.94,37.88,24.75,41.31,0,0,0,0,0,0,0,12.94,46.97,2.16,36.36,0.98,20,0.39,0.39,13.33,69.12,0,NA,0,NA,0,0,0,0,NA,NA,0.78,NA,NA,0,0,0,0,0,0,"CB",0,0,0,32.351984,2.156,9.213696,1564.8228,0,0.196647,0.785376,12.361747715342,"R","Johnson","https://www.whoscored.com/Players/139611/Show/Ryan-Johnson","5(1)",1.2,419,1.3,0.7,0.3,2.8,0.3,0.3,0,"Stockport County,","https://www.whoscored.com/Teams/172/Show/England-Stockport-County",25,", D(C)",2.5
"170","M. Miranda","Colchester United","Colchester United","English League Two","2022/23","DMF","RDMF","RCMF",19,0,"2023-06-30",6,454,0,0.03,0,0,25.57,55.81,"England","England","",0,0,"no",11.5,10.51,67.92,4.36,54.55,0.4,0.51,0.2,3.96,5.13,1.59,2,0.4,0,0,0.79,0,0,0,0.01,0,0,2,0.4,0,0,0,0,0,0,0,0,0,0,1.39,57.14,5.15,46.15,0,0,0,11.7,0,1.39,27.16,78.83,11.1,66.07,4.36,95.45,8.72,84.09,22.8,86.09,4.36,40.91,20.1,35.56,0,0,0,0,0.2,0,0,3.57,50,1.19,33.33,0.4,0,0.4,0,3.77,57.89,0,NA,0,NA,0,0,0,0,NA,NA,0.2,NA,NA,0,0,0,0,0,0,"CDM",0.794246,0,0,21.410228,7.138392,2.182453,1454.7596,0,0,0.396627,5.246378001166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","L. Appéré","Northampton Town","Northampton Town","English League Two","2022/23","CF","RW",NA,23,400000,"2024-06-30",7,454,1,1.35,0,0.03,20.22,39.22,"Scotland","Scotland, France","right",185,82,"no",4.36,3.57,77.78,3.17,37.5,0.2,0.32,0,1.39,2.21,0.99,0,0,0,0,2.38,0.2,1,0.2,0.27,0,0,5,0.99,60,20,0,0.99,40,0.2,0,0.79,50,0,3.17,43.75,7.93,32.5,2.38,1.19,0.4,7.14,1.19,0.79,10.7,70.37,3.17,62.5,2.58,84.62,2.78,64.29,9.52,75,0.2,0,13.52,6.01,0.01,0.4,0,0,0.4,0,0,1.19,83.33,0.99,60,0.59,0,0.2,0.4,1.59,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.386875,0.740740740740741,0,7.52959,2.776746,1.39125,0,0.594,0.396,0.594,10.239586394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","J. Maxwell","Doncaster Rovers","Doncaster Rovers","English League Two","2022/23","LB",NA,NA,20,275000,"2024-06-30",6,450,0,0.01,1,0.5,19.6,50,"England","England, Scotland","left",179,69,"no",8.6,6.2,61.29,5.8,48.28,0,0,0,4.8,7.58,0.6,0,0,0,0,1.8,0,0,0,0,0,0,1,0.2,0,0,0.2,1.2,0,1.2,0,0,0,0.2,2.6,69.23,5,40,0.6,2,1.2,19,0.6,0.6,30.6,78.43,11.6,68.97,4.4,95.45,9.8,79.59,26.4,84.85,3,53.33,15.68,20.3,0.1,1,0,0,0.4,0,0.8,3.4,64.71,2.6,38.46,0.4,0,1.2,0.2,6.2,67.74,0,NA,0,NA,0,0,0,0,NA,NA,0.2,NA,NA,0,0,0,0,0,0,"FB",1.79998,NA,0,23.99958,3.79998,4.19988,1082.599,0,0,0.99996,39.89796296168,"J","Maxwell","https://www.whoscored.com/Players/443317/Show/James-Maxwell","5(1)",1.3,402,1.3,0.5,0.2,2,0.5,0,0,"Doncaster,","https://www.whoscored.com/Teams/910/Show/England-Doncaster",20,", D(L)",2.6
"173","L. James-Wildin","Stevenage","Stevenage","English League Two","2022/23","RB","RWB",NA,24,0,"2023-06-30",6,449,0,0,0,0.34,17.64,48.86,"England","England, Antigua and Barbuda","right",178,75,"no",8.42,7.02,68.57,3.41,35.29,0.2,0.3,0.4,3.41,5.15,0.8,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,3.61,50,0,0,3.61,50,0.2,1,60,2.61,53.85,0.6,0.6,0.2,15.23,0.4,0.4,27.26,66.91,16.24,61.73,3.21,93.75,5.81,72.41,18.04,77.78,6.21,41.94,20.97,39.46,0.07,1,0.2,0,0.4,50,0.6,7.62,60.53,4.21,66.67,0.8,50,1.2,1.6,9.82,75.51,0,NA,0,NA,0,0,0,0,NA,NA,0.4,NA,NA,0.4,0,0,0,0,0,"FB",0.6,NA,0.2,18.239666,4.813614,7.415082,1654.9524,0,1.805,2.806807,59.497758503606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","T. Johnson","Crawley Town","Crawley Town","English League Two","2022/23","RWB","RCB","RB",22,0,"",5,448,0,0,0,0,13.46,50.75,"England","England","right",180,64,"no",7.03,5.22,65.38,2.41,33.33,0.2,0.29,0.2,3.42,4.86,0.4,1,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,1.61,0,0.2,0.4,50,2.81,57.14,0.4,1.21,0.2,20.69,0.8,1.41,27.52,72.26,11.05,54.55,5.22,96.15,7.63,81.58,21.5,85.98,4.42,31.82,22.1,41.93,0,0,0,0,0.2,100,0,3.82,31.58,1.81,11.11,0.6,66.67,0.4,0,5.02,56,0,NA,0,NA,0,0,0,0,NA,NA,1.61,NA,NA,0,0,0,0,0,0,"WB",0.2,NA,0.2,19.885952,3.412836,2.8112,1334.2126,0,0,0.201091,6.291688717678,"T","Johnson","https://www.whoscored.com/Players/384639/Show/Travis-Johnson","5",0.8,406,0.6,0.4,0,1.8,0.2,0.4,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",22,", D(CR)",2.33333333333333
"175","J. Waite","Newport County","Newport County","English League Two","2022/23","LCMF","RCMF",NA,23,100000,"2023-06-30",6,446,0,0.39,1,0.39,19.57,49.48,"Wales","Wales","",0,0,"no",9.28,7.47,70.27,2.62,23.08,1.01,1.3,0,3.03,3.91,1.41,2,0.4,0,0,1.21,0,0,0,0.08,0,0,3,0.61,0,0,0.2,1.01,0,0.4,0,0.61,0,0.2,2.22,45.45,5.25,42.31,1.61,1.21,0.61,12.11,0.2,0.4,24.22,77.5,6.26,67.74,7.26,91.67,5.45,74.07,21.19,84.76,2.02,40,16.13,23.87,0.08,0.4,0,0,0.4,50,0.2,1.01,60,1.82,33.33,0.4,50,0.81,0,2.22,54.55,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.2,0,0,"CM2",1.00899,0,0.2,18.7705,5.249169,1.21101,954.8,0,0,0.606606,18.254854973548,"J","Waite","https://www.whoscored.com/Players/382377/Show/James-Waite","4(2)",2.5,411,0.5,1.2,0,0.3,0.7,0,0,"Newport,","https://www.whoscored.com/Teams/1394/Show/Wales-Newport",23,", AM(C)",1.57894736842105
"176","O. Moxon","Carlisle United","Carlisle United","English League Two","2022/23","LCMF","DMF",NA,24,0,"2024-06-30",5,443,0,0.23,2,0.89,23.77,52.99,"England","England","right",186,0,"no",13.81,9.14,71.11,4.67,65.22,1.83,2.35,0.2,5.49,7.04,1.83,1,0.2,0,0,1.42,0,0,0,0.05,0,0,4,0.81,25,0,0.41,0.61,66.67,0.41,100,0.2,0,0,1.83,44.44,6.3,22.58,1.22,0.81,0,18.69,0.2,1.02,33.93,74.25,9.75,56.25,5.89,93.1,11.58,80.7,26.21,78.29,7.11,60,22.6,37.04,0.18,2.03,0,0,0.41,0,0.41,6.7,63.64,2.44,58.33,1.02,20,0.81,0.41,6.5,78.13,0,NA,0,NA,0,0,0,0,NA,NA,1.02,NA,NA,1.42,0,0,4.06,0,0,"CM2",0.813252,0,0,25.193025,6.499454,5.07845,2222.4,0.2025,0.406687,1.423252,39.40820166943,"O","Moxon","https://www.whoscored.com/Players/443332/Show/Owen-Moxon","5",3.6,415,1,1.8,0,0.8,0.6,0,0,"Carlisle,","https://www.whoscored.com/Teams/322/Show/England-Carlisle",24,", Midfielder",1.91666666666667
"177","F. Nouble","Colchester United","Colchester United","English League Two","2022/23","LW","CF","LAMF",30,250000,"2023-06-30",7,443,0,1,2,0.82,38.8,32.46,"England","England, Côte d'Ivoire","right",190,82,"no",3.25,2.64,38.46,12.19,43.33,0.2,0.27,0,2.03,2.7,1.83,0,0,0,0,1.83,0,0,0,0.2,0,0,5,1.02,40,0,0.41,1.63,25,1.42,28.57,0.2,0,0,1.42,71.43,11.17,30.91,2.64,1.42,0.41,8.33,0.81,0.2,18.08,65.17,4.06,45,4.27,90.48,4.88,62.5,15.85,70.51,0.81,25,21.55,22.08,0.17,1.02,0,0,0.41,0,0.81,2.03,40,0.81,50,0.2,0,0.81,0.41,1.42,71.43,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"Winger",1.014306,0,0,11.782736,1.015344,1.014306,552,0.408,0.4075,0.405,39.419860365,"F","Nouble","https://www.whoscored.com/Players/78467/Show/Frank-Nouble","4(3)",0.3,403,0.3,1.3,0,0.7,0.1,0,0,"Colchester,","https://www.whoscored.com/Teams/195/Show/England-Colchester",30,", AM(CLR),FW",0.428571428571428
"178","W. Burrell","Harrogate Town","Harrogate Town","English League Two","2022/23","CB","RCMF",NA,32,0,"2023-06-30",5,443,0,0.15,0,0.45,20.93,63.11,"England","England","right",185,76,"no",11.58,7.31,75,6.5,62.5,1.02,1.49,0.61,5.08,7.43,0.61,1,0.2,0,0,0.61,0,0,0,0.03,0,0,2,0.41,0,0,0,0.41,50,0.2,100,0.2,0,0,0.61,33.33,3.05,40,0.41,0.41,0.2,21.94,0.41,0.81,39.21,84.97,16.86,75.9,2.84,100,15.64,93.51,34.54,92.35,4.47,31.82,19.94,35.94,0.09,0.2,0,0,0.2,100,0,4.88,58.33,0.2,0,0.2,100,0,0,5.49,74.07,0,NA,0,NA,0,0,0,0,NA,NA,1.63,NA,NA,0,0,0,0,0,0,"CB",0.203313,0,0.2,33.316737,5.4825,4.066443,1143.6108,0,0.205,0,7.41439154,"W","Burrell","https://www.whoscored.com/Players/387832/Show/Warren-Burrell","4(1)",2.2,405,0.4,0.8,0.2,4.6,0.6,0.8,0,"Harrogate Town,","https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town",32,", D(CLR)",1.85714285714286
"179","L. O'Connor","Tranmere Rovers","Tranmere Rovers","English League Two","2022/23","DMF","RCMF",NA,22,100000,"2024-06-30",5,443,0,0,0,0,13.81,64.71,"Republic of Ireland","Republic of Ireland","right",185,75,"no",10.36,6.09,86.67,3.25,50,1.02,1.58,0.2,4.06,6.32,0.2,0,0,0,0,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0.41,0,0,0,0.2,0,0,0.2,0,1.83,44.44,0,0.61,0,17.67,0.2,0.81,31.08,80.39,11.38,64.29,3.45,88.24,13,92.19,26.82,87.12,3.86,42.11,20.04,31.86,0,0,0,0,0.2,100,0,5.28,53.85,0.61,33.33,0.41,50,0.41,0,4.47,54.55,0,NA,0,NA,0,0,0,0,NA,NA,0.41,NA,NA,0.41,0,0,0,0,0,"CDM",0,NA,0.2,24.985212,5.278203,2.438385,1341.6246,0,0,0.203313,5.324323831354,"L","O'Connor","https://www.whoscored.com/Players/384864/Show/Lee-O-39-Connor","4(1)",1.8,405,1.2,0.2,0,2,1,0.6,0,"Tranmere,","https://www.whoscored.com/Teams/141/Show/England-Tranmere",22,", D(R),DMC",2.5
"180","M. Ogungbo","Crawley Town","Crawley Town","English League Two","2022/23","LCB","LWB",NA,19,0,"2023-05-31",5,440,0,0.2,0,0.12,17.8,50.57,"Nigeria","Nigeria, Republic of Ireland","left",0,0,"yes",6.34,5.73,57.14,3.89,57.89,0,0,0.41,3.07,3.78,0.41,0,0,0,0,1.02,0,0,0,0.04,0,0,3,0.61,33.33,0,0,1.23,0,1.23,0,0,0,0,1.43,57.14,5.11,44,0.82,1.23,0.2,24.34,0,0.41,37.84,81.62,16.98,78.31,4.3,95.24,11.45,83.93,33.95,86.14,2.66,61.54,19.36,41.48,0.03,0.2,0,0,0.2,0,0,4.5,81.82,2.05,50,0.41,50,1.02,0,8.18,62.5,0,NA,0,NA,0,0,0,0,NA,NA,1.02,NA,NA,0,0,0,0,0,0,"CB",0.817102,0,0,30.885008,3.274122,5.1125,2552.6792,0.203313,0,1.025,11.5788945,"M","Ogungbo","https://www.whoscored.com/Players/436287/Show/Mazeed-Ogungbo","4(1)",0.8,396,0.6,0.4,0.4,2.4,0.2,0.6,0,"Crawley,","https://www.whoscored.com/Teams/1994/Show/England-Crawley",19,", Defender",2.33333333333333
"181","T. Clayton","Swindon Town","Swindon Town","English League Two","2022/23","LCB","LB",NA,21,0,"2024-06-30",5,439,0,0.19,0,0,10.66,53.85,"England","England, Scotland","right",183,77,"no",6.97,4.1,60,2.87,42.86,0,0,0,4.51,6.88,0.21,0,0,0,0,0.62,0,0,0,0.04,0,0,2,0.41,100,0,0,0.21,100,0.21,100,0,0,0,0.21,0,0.62,33.33,0.82,0.41,0.21,42.85,0,0,62.94,85.34,29.11,69.01,3.08,93.33,27.06,100,53.1,94.21,9.64,36.17,25.1,42.74,0,0,0,0,0.21,0,0,10.46,50.98,0.82,75,0.82,25,0.21,0.21,9.23,71.11,0,NA,0,NA,0,0,0,0,NA,NA,2.26,NA,NA,0,0,0,0,0,0,"CB",0,0,0,53.712996,2.46,6.563453,1545.9058,0.41,0.21,0.615,10.23722917,"T","Clayton","https://www.whoscored.com/Players/389666/Show/Thomas-Clayton","4(1)",1.4,405,0.6,0.2,0.8,2.2,0.6,0.4,0,"Swindon,","https://www.whoscored.com/Teams/159/Show/England-Swindon",21,", Defender",2.5
