"","Player","Team","Team_within_selected_timeframe","League","Season","Main_Position","Secondary_Position","Tertiary_Position","Age","Market_value","Contract_expires","Matches_played","Minutes_played","Goals","xG","Assists","xA","Duels_per_90","Duels_won_.","Birth_country","Passport_country","Foot","Height","Weight","On_loan","Successful_defensive_actions_per_90","Defensive_duels_per_90","Defensive_duels_won_.","Aerial_duels_per_90","Aerial_duels_won_.","Sliding_tackles_per_90","PAdj_Sliding_tackles","Shots_blocked_per_90","Interceptions_per_90","PAdj_Interceptions","Fouls_per_90","Yellow_cards","Yellow_cards_per_90","Red_cards","Red_cards_per_90","Successful_attacking_actions_per_90","Goals_per_90","Non.penalty_goals","Non.penalty_goals_per_90","xG_per_90","Head_goals","Head_goals_per_90","Shots","Shots_per_90","Shots_on_target_.","Goal_conversion_.","Assists_per_90","Crosses_per_90","Accurate_crosses_.","Crosses_from_left_flank_per_90","Accurate_crosses_from_left_flank_.","Crosses_from_right_flank_per_90","Accurate_crosses_from_right_flank_.","Crosses_to_goalie_box_per_90","Dribbles_per_90","Successful_dribbles_.","Offensive_duels_per_90","Offensive_duels_won_.","Touches_in_box_per_90","Progressive_runs_per_90","Accelerations_per_90","Received_passes_per_90","Received_long_passes_per_90","Fouls_suffered_per_90","Passes_per_90","Accurate_passes_.","Forward_passes_per_90","Accurate_forward_passes_.","Back_passes_per_90","Accurate_back_passes_.","Lateral_passes_per_90","Accurate_lateral_passes_.","Short_._medium_passes_per_90","Accurate_short_._medium_passes_.","Long_passes_per_90","Accurate_long_passes_.","Average_pass_length_m","Average_long_pass_length_m","xA_per_90","Shot_assists_per_90","Second_assists_per_90","Third_assists_per_90","Smart_passes_per_90","Accurate_smart_passes_.","Key_passes_per_90","Passes_to_final_third_per_90","Accurate_passes_to_final_third_.","Passes_to_penalty_area_per_90","Accurate_passes_to_penalty_area_.","Through_passes_per_90","Accurate_through_passes_.","Deep_completions_per_90","Deep_completed_crosses_per_90","Progressive_passes_per_90","Accurate_progressive_passes_.","Conceded_goals","Conceded_goals_per_90","Shots_against","Shots_against_per_90","Clean_sheets","Save_rate_.","xG_against","xG_against_per_90","Prevented_goals","Prevented_goals_per_90","Back_passes_received_as_GK_per_90","Exits_per_90","Aerial_duels_per_90.1","Free_kicks_per_90","Direct_free_kicks_per_90","Direct_free_kicks_on_target_.","Corners_per_90","Penalties_taken","Penalty_conversion_.","General_Position","Dribbles_Completed","Goals_per_xG","Smart_Passes_Completed","Passes_Completed","Defensive_Duels_Won","Progressive_Passes_Completed","Shots_On_Target","Crosses_Completed","Penalty_Area_Passes_Completed","Chance_Creation"
"170","P. Jagielka","Stoke City","Stoke City","English Championship","2022/23","CB","RCB","LCB",40,250000,"",26,2502,2,1.87,1,0.28,13.49,61.33,"England","England, Poland","right",180,87,"no",8.27,3.81,73.58,5.61,53.21,0.14,0.22,0.54,5.32,8.25,0.22,0,0,0,0,0.32,0.07,2,0.07,0.07,2,0.07,12,0.43,25,16.667,0.04,0.25,85.71,0.07,100,0.18,80,0,0.04,0,0.76,33.33,0.86,0.11,0,31.73,0.07,0.72,51.44,88.6,17.81,73.74,3.56,95.96,26.19,97.12,44.35,93.84,6.83,54.74,23.08,42.68,0.01,0.07,0,0,0,0,0.04,4.96,52.17,0.47,46.15,0.47,23.08,0.11,0.22,7.3,71.43,0,NA,0,NA,0,0,0,0,NA,NA,2.66,NA,NA,0,0,0,0,0,0,"CB",0,1,0,45.57584,2.803398,5.21439,0.1075,0.214275,0.216905,6.96046891904
"171","I. Jones","Middlesbrough","Middlesbrough","English Championship","2022/23","RW","RAMF","RWB",23,3000000,"30/06/2025",33,2502,3,3.11,5,3.38,23.2,44.19,"England","England","right",181,68,"no",7.12,6.73,57.22,1.33,21.62,0.43,0.66,0.04,2.84,4.35,1.26,7,0.25,0,0,4.78,0.11,3,0.11,0.11,0,0,21,0.76,33.33,14.286,0.18,3.78,24.76,0,0,3.74,24.04,0.65,6.91,45.83,12.91,41.5,3.09,2.95,0.97,25.5,1.62,2.41,32.88,77.02,6.12,63.53,10.9,94.06,9.35,69.23,28.13,85.42,1.12,32.26,16.27,22.31,0.12,1.26,0.07,0.07,0.65,66.67,0.83,1.51,59.52,3.88,50.93,0.47,61.54,1.51,0.94,3.71,82.52,0,NA,0,NA,0,0,0,0,NA,NA,0.68,NA,NA,0,0,0,0.04,0,0,"Winger",3.166853,1,0.433355,25.324176,3.850906,3.061492,0.253308,0.935928,1.976084,58.026628799448
"172","J. Hogg","Huddersfield Town","Huddersfield Town","English Championship","2022/23","RCMF","DMF",NA,34,300000,"30/06/2024",28,2498,0,0.29,1,0.72,14.63,53.45,"England","England","right",170,67,"no",7.57,6.81,54.5,2.88,57.5,0.14,0.17,0.29,3.71,4.39,1.33,9,0.32,0,0,0.18,0,0,0,0.01,0,0,6,0.22,0,0,0.04,0.18,60,0.07,100,0.07,0,0.04,0.18,40,1.84,52.94,0.47,0.25,0.11,24.1,0.04,0.9,37.94,84.52,12.68,71.31,5.55,94.81,14.63,91.63,33.36,89.96,4.4,44.26,18.62,34.6,0.03,0.14,0,0,0.11,0,0.14,6.77,65.43,0.65,33.33,0.68,15.79,0.25,0.07,5.01,73.38,0,NA,0,NA,0,0,0,0,NA,NA,0.58,NA,NA,0,0,0,0,0,0,"CM2",0.072,0,0,32.066888,3.71145,3.676338,0,0.108,0.216645,11.54937871941
"173","C. Cathcart","Watford","Watford","English Championship","2022/23","LCB","CB",NA,34,900000,"30/06/2023",28,2492,0,0.25,0,0.46,14.23,65.23,"Northern Ireland","Northern Ireland","right",188,73,"no",9.1,5.78,75,5.71,65.19,0.25,0.37,0.69,4.51,6.59,0.54,2,0.07,0,0,0.29,0,0,0,0.01,0,0,3,0.11,0,0,0,0.4,54.55,0.18,40,0.22,66.67,0,0.07,100,0.47,38.46,0.29,0.69,0.04,32.65,0.43,0.11,48.83,85.21,23.15,75.04,2.78,97.4,19.36,94.78,40.45,91.61,8.05,54.26,22.98,39.61,0.02,0.14,0,0.04,0.07,0,0.07,7.44,65.05,0.98,48.15,0.79,45.45,0.14,0.18,10.58,74.06,0,NA,0,NA,0,0,0,0,NA,NA,1.99,NA,NA,0.04,0,0,0,0,0,"CB",0.07,0,0,41.608043,4.335,7.835548,0,0.2182,0.47187,12.05876390686
"174","K. Davis","Watford","Watford","English Championship","2022/23","CF",NA,NA,25,3000000,"30/06/2024",33,2492,6,6.69,2,1.81,29.29,30.95,"England","England","left",189,86,"yes",3,3.03,44.05,5.02,30.94,0.33,0.48,0.22,1.34,1.97,1.99,6,0.22,0,0,2.71,0.22,6,0.22,0.24,0,0,45,1.63,46.67,13.333,0.07,0.29,25,0.22,16.67,0.07,50,0.04,4.19,39.66,15.28,29.55,3.29,1.84,0.72,10.04,1.16,0.9,18.92,83.97,2.89,78.75,5.56,88.31,6.5,81.67,18.06,85,0.58,81.25,15.44,15.21,0.07,0.36,0.11,0,0.43,50,0.22,1.59,77.27,0.72,80,0.29,50,0.72,0.07,1.37,60.53,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.661754,0.916666666666667,0.215,15.887124,1.334715,0.829261,0.760721,0.0725,0.576,18.148716623
"175","O. Cooper","Swansea City","Swansea City","English Championship","2022/23","AMF","LCMF",NA,23,2200000,"30/06/2027",40,2486,5,5.5,1,2.12,19.33,48.31,"England","England, Wales","right",176,68,"no",7.28,6.84,59.26,0.94,30.77,0.54,0.98,0.04,2.68,4.86,1.23,5,0.18,0,0,2.57,0.18,5,0.18,0.2,0,0,37,1.34,29.73,13.514,0.04,1.16,18.75,0.47,23.08,0.65,16.67,0.07,2.9,61.25,8.87,43.27,2.53,3.11,1.38,22.52,0.8,2.28,28.6,86.08,5.72,75.32,10.03,96.39,6.52,84.44,26.93,89.78,0.54,40,14.68,8.37,0.08,0.62,0.04,0.07,0.51,35.71,0.29,1.88,80.77,1.74,50,0.4,36.36,0.83,0.18,1.92,81.13,0,NA,0,NA,0,0,0,0,NA,NA,0.11,NA,NA,0,0,0,0,0,0,"CAM",1.77625,0.9,0.182121,24.61888,4.053384,1.557696,0.398382,0.2175,0.87,24.210579896792
"176","S. Gallagher","Blackburn Rovers","Blackburn Rovers","English Championship","2022/23","CF","RW",NA,27,3500000,"30/06/2024",34,2484,7,5.88,2,1.25,24.28,37.16,"England","England, Scotland","right",194,75,"no",5,4.42,54.1,7.54,42.79,0.36,0.48,0.11,2.25,3,1.52,8,0.29,0,0,2.54,0.25,7,0.25,0.21,3,0.11,40,1.45,50,17.5,0.07,0.94,23.08,0.04,0,0.87,20.83,0,3.55,40.82,7.39,29.41,2.72,1.41,0.51,9.6,1.88,0.65,13.51,61.39,3.84,52.83,2.5,76.81,3.3,64.84,12.17,65.18,0.58,43.75,14.09,14.1,0.05,0.58,0.04,0,0.36,40,0.33,1.23,50,1.23,50,0.4,54.55,0.69,0.14,2.25,59.68,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,"CF",1.44911,1.19047619047619,0.144,8.293789,2.39122,1.3428,0.725,0.216952,0.615,21.896031513344
"177","C. Cresswell","Millwall","Millwall","English Championship","2022/23","RCB",NA,NA,20,5000000,"30/06/2025",28,2471,5,3.08,1,1.45,23.86,57.1,"England","England","right",190,75,"yes",9.69,6.63,69.78,10.27,54.61,0.51,0.65,0.62,4.55,5.77,0.95,4,0.15,0,0,1.17,0.18,5,0.18,0.11,3,0.11,28,1.02,46.43,17.857,0.04,0.47,53.85,0.07,100,0.4,45.45,0.07,0.8,50,1.93,49.06,1.78,0.69,0.07,22.07,0.29,0.47,37.11,80.77,16.94,68.6,2.73,97.33,14.13,91.75,29.14,87.63,7.5,55.83,23.61,41.56,0.05,0.25,0.04,0,0.15,25,0.11,6.48,62.36,0.91,36,0.47,30.77,0.25,0.22,8.78,73.86,0,NA,0,NA,0,0,0,0,NA,NA,1.82,NA,NA,0,0,0,0,0,0,"CB",0.4,1.63636363636364,0.0375,29.973747,4.626414,6.484908,0.473586,0.253095,0.3276,12.25451368539
"178","C. Tilt","Wigan Athletic","Wigan Athletic","English Championship","2022/23","LCB",NA,NA,31,400000,"30/06/2023",26,2468,1,0.54,0,0.18,17.43,61.3,"England","England, Jamaica","left",189,75,"no",9.12,5.4,71.62,3.39,61.29,0.58,0.78,0.62,4.67,6.23,1.09,8,0.29,0,0,0.88,0.04,1,0.04,0.02,1,0.04,4,0.15,25,25,0,0.15,25,0.15,25,0,0,0,1.17,65.63,4.16,47.37,0.51,0.47,0.22,19.55,0.26,1.5,32.09,82.84,13.68,68.8,1.97,96.3,13.6,94.37,26.84,88.59,5.11,54.29,22.02,40.08,0.01,0.07,0,0,0.04,100,0,2.92,56.25,0.18,20,0.26,57.14,0.11,0.04,6.09,61.08,0,NA,0,NA,0,0,0,0,NA,NA,1.13,NA,NA,0,0,0,0,0,0,"CB",0.767871,2,0.04,26.583356,3.86748,3.719772,0.0375,0.0375,0.036,2.559158853
"179","T. Iroegbunam","Queens Park Rangers","Queens Park Rangers","English Championship","2022/23","LCMF","RCMF","RDMF",19,4000000,"30/06/2027",32,2455,2,3.43,0,0.94,21.23,45.77,"England","England, Nigeria","right",183,70,"yes",9.02,6.6,53.33,2.93,43.75,1.1,1.57,0.29,4.4,6.27,1.69,7,0.26,0,0,3.15,0.07,2,0.07,0.13,0,0,37,1.36,29.73,5.405,0,0.48,38.46,0.26,14.29,0.18,60,0.15,4.33,56.78,8.65,47.46,1.47,1.43,0.66,19.83,0.22,1.5,30.39,84.2,9.16,72.4,3.56,97.94,11.22,88.24,28.26,87.16,1.65,46.67,17.34,21.74,0.03,0.7,0,0.04,0.33,33.33,0.11,4.66,74.8,0.81,63.64,0.33,11.11,0.4,0.18,4.07,76.58,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0.04,0,0,0,0,0,"CM2",2.458574,0.538461538461539,0.109989,25.58838,3.51978,3.116806,0.404328,0.184608,0.515484,12.417020077576
"180","R. Nyambe","Wigan Athletic","Wigan Athletic","English Championship","2022/23","RB","LCB","RWB",25,1800000,"30/06/2023",31,2452,0,0.06,0,0.18,20.85,52.11,"Namibia","Namibia, England","right",183,70,"no",11.38,9.07,67.21,3.34,49.45,0.26,0.33,0.37,5.03,6.39,0.44,3,0.11,0,0,1.06,0,0,0,0,0,0,4,0.15,0,0,0,0.92,12,0,0,0.92,12,0.11,2.35,37.5,5.47,29.53,0.4,1.28,0.66,20.52,0.73,0.59,30.61,79.38,11.86,70.9,6.28,90.64,7.01,86.91,26.76,85.19,2.94,47.5,17.71,24.65,0.01,0.18,0.15,0,0.11,66.67,0,2.53,63.77,0.95,38.46,0.07,0,0.22,0.11,5.51,53.33,0,NA,0,NA,0,0,0,0,NA,NA,0.95,NA,NA,0,0,0,0,0,0,"FB",0.88125,NA,0.073337,24.298218,6.095947,2.938483,0,0.1104,0.36537,4.840792897284
"181","A. Zaroury","Burnley","Burnley","English Championship","2022/23","LAMF","LWF","LW",22,7000000,"30/06/2026",33,2444,6,3.97,5,4.58,18.3,49.9,"Belgium","Belgium, Morocco","right",176,72,"no",3.72,3.65,48.48,1.07,17.24,0,0,0,1.95,3.64,0.66,1,0.04,0,0,8.91,0.22,6,0.22,0.15,1,0.04,48,1.77,35.42,12.5,0.18,6.3,33.33,6.04,32.93,0.26,42.86,0.99,9.46,63.04,12.12,55.62,2.87,4.16,0.59,23.53,2.36,0.74,32.04,67.93,6.74,53.01,8.4,89.47,12.23,65.06,23.24,79.4,2.8,47.37,20.65,31.18,0.17,1.18,0.04,0.07,0.59,37.5,0.77,2.39,52.31,6.04,41.46,0.92,36,0.85,2.03,5.97,74.69,0,NA,0,NA,0,0,0,0,NA,NA,0.37,NA,NA,0.04,0,0,0.29,0,0,"Winger",5.963584,1.46666666666667,0.22125,21.764772,1.76952,4.458993,0.626934,2.09979,2.504184,68.995102856652
"182","J. Panzo","Coventry City","Coventry City","English Championship","2022/23","LCB",NA,NA,22,3000000,"30/06/2025",29,2429,1,1.72,0,0.08,17.49,58.26,"England","England, Côte d'Ivoire","left",185,72,"yes",10.71,7.71,68.27,4.67,56.35,0.26,0.34,0.44,5.19,6.73,1,7,0.26,0,0,0.85,0.04,1,0.04,0.06,1,0.04,12,0.44,33.33,8.333,0,0.26,14.29,0.19,0,0.07,50,0,1,66.67,2.52,42.65,0.48,1.41,0.59,24.9,0.11,0.48,39.24,87.06,15.56,78.1,4.26,98.26,14.08,93.95,36.27,90.5,2.7,47.95,18.43,28.79,0,0.11,0,0,0.15,0,0,4.67,73.81,0.48,15.38,0.19,40,0.07,0.04,7.34,71.72,0,NA,0,NA,0,0,0,0,NA,NA,1.37,NA,NA,0,0,0,0,0,0,"CB",0.6667,0.666666666666667,0,34.162344,5.263617,5.264248,0.146652,0.037154,0.073824,1.76431046058
"183","A. Voglsammer","Millwall","Millwall","English Championship","2022/23","RAMF","LAMF","CF",31,1000000,"30/06/2024",40,2389,3,4.46,4,4.43,20.61,39.85,"Germany","Germany","right",178,81,"no",4.86,3.77,58,3.62,39.58,0.26,0.36,0.19,2.41,3.32,0.9,2,0.08,0,0,3.54,0.11,2,0.08,0.17,0,0,41,1.54,36.59,7.317,0.15,3.28,43.68,1.02,37.04,2.26,46.67,0.41,2.45,60,8.06,34.11,2.03,0.41,0.11,13.15,1.21,0.98,21.13,65.24,5.5,45.89,5.24,93.53,6.14,65.03,16.43,70.41,1.7,55.56,17.63,25.18,0.17,1.13,0,0,0.26,28.57,0.6,1.88,46,2.64,48.57,0.34,33.33,0.45,1.32,3.77,67,0,NA,0,NA,0,0,0,0,NA,NA,0.11,NA,NA,0.6,0.08,0,0.68,1,100,"Winger",1.47,0.647058823529412,0.074282,13.785212,2.1866,2.5259,0.563486,1.432704,1.282248,46.221614953536
"184","H. Carter","Blackburn Rovers","Blackburn Rovers","English Championship","2022/23","RCB",NA,NA,23,800000,"30/06/2024",29,2376,1,0.47,0,0.46,18.07,56.18,"England","England","right",188,67,"no",9.89,7.12,70.74,5.87,52.9,0.19,0.28,0.64,4.66,6.78,0.87,5,0.19,0,0,0.57,0.04,1,0.04,0.02,1,0.04,9,0.34,33.33,11.111,0,0.34,55.56,0,0,0.3,50,0.11,0.53,50,1.93,43.14,0.72,1.36,0.23,35.23,1.17,0.27,48.71,87.09,17.92,74.84,4.13,95.41,23.22,95.11,42.92,92.06,5.45,50,22.69,33.68,0.02,0.15,0,0,0.04,0,0.11,4.43,62.39,0.64,41.18,0.19,40,0.19,0.19,7.27,61.46,0,NA,0,NA,0,0,0,0,NA,NA,2.39,NA,NA,0,0,0,0,0,0,"CB",0.265,2,0,42.421539,5.036688,4.468142,0.113322,0.188904,0.263552,8.414978373504
"185","J. Philogene-Bidace","Cardiff City","Cardiff City","English Championship","2022/23","RW","RAMF","AMF",21,2500000,"31/05/2024",36,2375,4,4.83,2,1.6,26.56,43.65,"England","England, Dominica","right",179,67,"yes",7.5,6.56,65.9,1.82,16.67,0.11,0.16,0,3.07,4.35,0.91,1,0.04,0,0,5.04,0.15,4,0.15,0.18,0,0,60,2.27,18.33,6.667,0.08,1.93,33.33,0.61,25,1.33,37.14,0.45,6.78,56.42,14.89,41.22,2.5,2.2,0.49,14.06,1.17,1.48,20.99,73.47,4.66,59.35,5.08,86.57,6.97,73.91,17.58,80.17,1.55,46.34,18.19,23.93,0.06,0.53,0.08,0.08,0.42,36.36,0.34,1.71,68.89,1.97,46.15,0.45,33.33,0.72,0.68,3.18,69.05,0,NA,0,NA,0,0,0,0,NA,NA,0.23,NA,NA,0.04,0,0,0.11,0,0,"Winger",3.825276,0.833333333333333,0.152712,15.421353,4.32304,2.19579,0.416091,0.643269,0.909155,27.480463334232
"186","J. Thorniley","Blackpool","Blackpool","English Championship","2022/23","LCB",NA,NA,26,700000,"30/06/2023",29,2368,1,0.98,1,0.61,15.66,64.81,"England","England","left",185,64,"no",9.62,5.55,71.23,5.85,62.99,0.27,0.34,0.8,5.4,6.95,0.72,4,0.15,1,0.04,0.3,0.04,1,0.04,0.04,1,0.04,10,0.38,20,10,0.04,0.15,50,0.08,0,0.04,100,0.04,0.23,50,0.61,62.5,0.42,0.3,0.08,17.29,0.3,0.61,32.46,81.73,15.2,68.5,2.01,94.34,12.96,93.84,26.45,87.79,5.85,55.19,22.9,38.59,0.02,0.15,0,0,0.04,100,0.08,4.9,54.26,0.72,42.11,0.34,44.44,0.23,0.08,6.69,67.61,0,NA,0,NA,0,0,0,0,NA,NA,1.56,NA,NA,0.08,0,0,0,0,0,"CB",0.115,1,0.04,26.529558,3.953265,4.523109,0.076,0.075,0.303192,8.284114767936
"187","P. McNair","Middlesbrough","Middlesbrough","English Championship","2022/23","RCB","RCMF",NA,28,4500000,"30/06/2024",29,2353,1,1.33,0,0.94,12.66,56.8,"Northern Ireland","Northern Ireland","right",183,72,"no",6.81,4.97,57.69,3.63,62.11,0.15,0.24,0.46,3.79,5.99,0.69,5,0.19,0,0,0.96,0.04,1,0.04,0.05,0,0,12,0.46,25,8.333,0,1.19,41.94,0.08,50,1.11,41.38,0.11,0.27,85.71,1.87,59.18,0.88,1.68,0.34,38.9,0.65,1.15,53.2,86.48,19.09,74.15,6.27,96.95,22.15,93.44,46.01,92.44,6.12,48.75,21.17,43.82,0.04,0.38,0.08,0.04,0.23,50,0.19,7.5,65.82,1.68,47.73,0.5,30.77,0.57,0.46,9.33,77.87,0,NA,0,NA,0,0,0,0,NA,NA,2.72,NA,NA,0.19,0.04,0,0.27,0,0,"CB",0.231417,0.8,0.115,46.00736,2.867193,7.265271,0.115,0.499086,0.801864,20.208182963804
"188","O. McBurnie","Sheffield United","Sheffield United","English Championship","2022/23","CF",NA,NA,26,5000000,"30/06/2023",36,2330,12,10.67,2,1.97,35.61,37.09,"England","England, Scotland","right",188,79,"no",4.56,3.32,53.49,15.1,44.76,0.27,0.39,0,2.51,3.64,1.2,9,0.35,0,0,2.55,0.46,12,0.46,0.41,3,0.12,67,2.59,55.22,17.91,0.08,0.89,17.39,0.15,25,0.58,0,0.08,1.85,45.83,9.12,27.12,4.91,0.46,0,13.91,2.43,1.16,20.39,71.59,5.45,55.32,4.48,90.52,4.52,68.38,19.08,74.7,0.46,41.67,14.6,6.56,0.08,0.5,0.04,0,0.39,30,0.15,2.7,52.86,1.24,40.63,0.42,36.36,0.73,0.19,1.43,59.46,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0.08,0,0,"CF",0.847855,1.1219512195122,0.117,14.597201,1.775868,0.850278,1.430198,0.154771,0.503812,16.067160378558
"189","R. Ledson","Preston North End","Preston North End","English Championship","2022/23","LCMF","DMF",NA,25,2000000,"30/06/2025",40,2324,2,1.11,0,1.25,13.59,59.83,"England","England","right",175,69,"no",10.15,6.31,63.19,3.1,67.5,0.89,1.14,0.43,5.27,6.74,1.08,5,0.19,0,0,1.16,0.08,2,0.08,0.04,0,0,11,0.43,54.55,18.182,0,0.93,41.67,0.58,46.67,0.31,37.5,0.19,0.46,83.33,1.63,59.52,0.19,0.12,0,19.44,0.23,1.05,32.34,72.1,14.48,54.28,3.87,99,10.3,83.46,22.93,81.25,8.52,50.91,23.43,34.91,0.05,0.54,0.08,0,0.43,36.36,0.31,8.83,52.19,2.75,42.25,1.16,33.33,0.66,0.39,8.06,70.67,0,NA,0,NA,0,0,0,0,NA,NA,0.43,NA,NA,0.43,0,0,0.27,0,0,"CM2",0.383318,2,0.156348,23.31714,3.987289,5.696002,0.234565,0.387531,1.161875,30.533043896228
"190","R. Atkinson","Bristol City","Bristol City","English Championship","2022/23","LCB",NA,NA,24,2500000,"30/06/2024",26,2314,4,2.01,0,0.2,21.43,66.61,"England","England","left",193,85,"no",10.38,7.04,74.59,7.7,67.68,0.51,0.7,0.43,4.63,6.4,0.78,3,0.12,0,0,1.01,0.16,4,0.16,0.08,4,0.16,13,0.51,46.15,30.769,0,0.43,45.45,0.35,44.44,0.08,50,0,0.82,57.14,2.76,60.56,0.86,1.94,0.43,22.21,0.51,0.89,38.15,84.1,16.49,73.82,3.85,96.97,12.17,92.33,33.92,87.04,3.85,62.63,18.02,33.39,0.01,0.16,0.08,0,0.19,60,0.04,4.82,67.74,0.89,39.13,0.23,66.67,0.27,0.19,7.55,68.04,0,NA,0,NA,0,0,0,0,NA,NA,1.63,NA,NA,0,0,0,0,0,0,"CB",0.468548,2,0.114,32.08415,5.251136,5.13702,0.235365,0.195435,0.348257,7.567232019776
"191","B. Wiles","Rotherham United","Rotherham United","English Championship","2022/23","RCMF","AMF","LCMF",24,2200000,"30/06/2023",27,2309,2,2.94,1,0.62,14.77,38.79,"England","England","right",172,66,"no",4.48,3.24,53.01,3.24,30.12,0.08,0.1,0.08,2.69,3.6,0.43,4,0.16,0,0,1.56,0.08,2,0.08,0.11,1,0.04,28,1.09,17.86,7.143,0.04,0.82,28.57,0.27,42.86,0.51,23.08,0.12,2.07,50.94,5.61,36.81,1.72,0.7,0.86,13.25,0.55,0.9,22.65,78.49,5.57,64.34,6.12,91.72,5.77,81.08,20.74,81.39,1.09,60.71,15.51,20.87,0.02,0.35,0,0,0.19,40,0.16,1.99,66.67,1.05,48.15,0.23,50,0.47,0.19,2.73,64.29,0,NA,0,NA,0,0,0,0,NA,NA,0.04,NA,NA,0,0,0,0,0,0,"CM2",1.054458,0.727272727272727,0.076,17.777985,1.717524,1.755117,0.194674,0.234274,0.505575,12.988815953178
"192","P. Mpanzu","Luton Town","Luton Town","English Championship","2022/23","LCMF","RCMF",NA,29,900000,"",30,2308,3,1.18,1,0.99,18.68,44.89,"England","England, Congo DR","right",175,74,"no",7.33,4.95,66.14,2.61,34.33,0.7,1.03,0.23,3.35,4.92,0.82,4,0.16,0,0,1.48,0.12,3,0.12,0.05,0,0,21,0.82,23.81,14.286,0.04,0.86,27.27,0.39,10,0.47,41.67,0.08,2.14,45.45,7.25,34.95,1.05,0.55,0.23,16.46,0.47,1.13,31.16,77.47,10.61,66.54,5.3,91.91,10.84,83.45,27.18,82.35,3.2,48.78,19.55,34.25,0.04,0.35,0,0.04,0.35,22.22,0.19,4.52,59.48,1.87,45.83,0.58,13.33,0.82,0.19,4.68,70,0,NA,0,NA,0,0,0,0,NA,NA,0.78,NA,NA,0,0,0,0.04,0,0,"CM2",0.97263,2.4,0.07777,24.139652,3.27393,3.276,0.195242,0.234522,0.857021,19.427816043542
"193","G. Honeyman","Millwall","Millwall","English Championship","2022/23","RAMF","AMF","LAMF",28,1200000,"30/06/2023",38,2302,1,2.13,2,5.53,19.12,49.28,"England","England","right",173,72,"no",8.25,8.29,60.38,2.42,19.35,0.82,1.03,0.04,2.42,3.03,1.41,4,0.16,0,0,1.99,0.04,1,0.04,0.08,0,0,13,0.51,38.46,7.692,0.08,2.19,44.64,0.35,11.11,1.84,51.06,0.31,1.56,47.5,5.4,44.2,1.21,0.55,0.31,15.44,0.9,1.49,26.43,77.81,6.72,60.47,6.37,95.09,8.33,78.4,22.44,84.49,1.84,36.17,17.66,21.64,0.22,1.68,0,0,0.2,40,0.39,3.56,57.14,2.7,46.38,0.35,33.33,0.55,0.98,4.11,79.05,0,NA,0,NA,0,0,0,0,NA,NA,0.04,NA,NA,0.55,0.04,0,1.95,0,0,"Winger",0.741,0.5,0.08,20.565183,5.005502,3.248955,0.196146,0.977616,1.25226,39.126914931832
"194","J. Husband","Blackpool","Blackpool","English Championship","2022/23","LB","LCB",NA,29,600000,"30/06/2023",28,2300,0,0.58,1,0.93,16.79,56.88,"England","England","left",179,65,"no",9.31,6.18,60.13,5.99,58.82,0.51,0.71,0.55,5.09,7.09,0.67,3,0.12,0,0,1.13,0,0,0,0.02,0,0,6,0.23,16.67,0,0.04,1.68,30.23,1.64,28.57,0.04,100,0.31,0.98,56,2.03,55.77,0.39,0.98,0.47,20.7,0.55,0.82,34.36,74.94,16.59,62.97,3.05,87.18,11.66,86.58,25.32,84.23,7.43,53.16,23.67,38.84,0.04,0.43,0.04,0.04,0.16,25,0.35,6.53,57.49,2.11,40.74,0.59,26.67,0.47,0.43,9.23,69.92,0,NA,0,NA,0,0,0,0,NA,NA,1.06,NA,NA,0.16,0,0,0,0,0,"FB",0.5488,0,0.04,25.749384,3.716034,6.453616,0.038341,0.507864,0.859614,25.72043811502
"195","D. Johnson","Preston North End","Preston North End","English Championship","2022/23","LCMF","AMF",NA,30,1000000,"30/06/2023",34,2298,1,2.6,3,2.61,14.37,45.78,"Jamaica","Jamaica, England","left",179,67,"no",5.33,5.29,62.96,1.14,41.38,0.16,0.22,0,1.84,2.6,0.59,6,0.23,0,0,1.49,0.04,0,0,0.1,0,0,19,0.74,10.53,5.263,0.12,1.68,34.88,1.17,23.33,0.43,54.55,0.12,1.61,39.02,5.72,32.19,1.17,1.17,0.78,23.85,0.7,0.74,36.7,77.69,10.69,58.61,8.62,93.64,8.97,82.1,31.41,83.54,3.6,46.74,17.38,26.73,0.1,1.14,0.04,0,0.74,26.32,0.35,5.48,64.29,3.09,53.16,1.45,32.43,1.02,0.67,6.42,71.95,0,NA,0,NA,0,0,0,0,NA,NA,0.31,NA,NA,0.47,0,0,1.17,1,100,"CM2",0.628222,0.4,0.194768,28.51223,3.330584,4.61919,0.077922,0.585984,1.642644,40.565284585336
